topic,hdbscan_label,size,size_all_editions,words,n_works,n_works_ge3,dominant_work,dominant_work_share,top3_work_share,top_works,top_author_raw,top_author_share,genre_mix_of_topic,play_type_mix,ctfidf_top10,keybert_top10,mmr_top10,names_in_top30,representative_chunks,draft_label,pattern_basis,use_in_genre_analysis,basis,review_status,chunks_read,Label,Notes
32,3,59,66,29124,31,5,"The Two Merry Milkmaids, or The Best Words Wear the Garland",0.136,0.322,"The Two Merry Milkmaids, or The Best Wor (8); All's Well That Ends Well (6); A Challenge for Beauty (5); Cymbeline, King of Britain (4); The Merchant of Venice (The Jew of Venic (3)","Shakespeare, William",0.186,comedy 58%; tragicomedy 19%; tragedy 8%,Adult Professional;Professiona 80%; Boys Professional;Professional 12%,"ring, ti, gave, finger, jewel, *lady, *lord, love, invisible, away","jewel, ring, *lady, mistress, ere, love, pray, lost, *dorilus, faith","jewel, pray, husband, mistress, look, *dorilus, ring, lost, gave, *lord","lady, lord, dorilus","[870_00043 — All's Well That Ends Well (Shakespeare, WilliamMiddleton, Thomas, 1623); tragicomedy] I am her Mother sir, whose age and honour Both suffer under this complaint we bring, And both shall cease, without your remedy. Come hither Count, do you know these Women? My Lord, I neither can nor will deny, But that I know them, do they charge me further? Why do you look so strange upon your wife? She's none of mine my Lord. If you shall marry Y…

[1019_00024 — A Maidenhead Well Lost (Heywood, Thomas, 1634); comedy] Pardon Lords, I have stayed you long, your blessing royal Father. My custom is, ever to rise before A woman's hour: Now hear me speak my Lords, I'm married to a Lady, whose chaste honour, Reports and false Suggestions, did enforce me To call in public question; but that we leave Unto our last night's rest. True my good Lord; But did you find me fau…

[822_00039 — The Two Merry Milkmaids, or The Best Words Wear the Garland (Cumber, John, 1620); comedy] Well Smirke, pray for me, I am a man, but in this world I have small store of money, and therefore cannot reward thee as I would, but hold thee, give me thy hand, I can see to take thee by it, there's a Ring, 'twill yield thee somewhat. I thank you sir, it will serve to exchange for a Coral for my son and heir when I have him. Now step out altogeth…",Rings and jewels as tokens,thematic_discourse,included,"59 chunks, 31 works, Two Merry Milkmaids 14 %. Rings and jewels given, lost, recognised or made — the token as plot device; Cumber, All's Well, Chaste Maid, Heywood, the Robin Hood plays. Cross-work theme.",user_confirmed,822_00050;870_00041;1040_00017;945_00013;628_00009;411_00005;945_00014,Rings and jewels as tokens,
35,35,58,63,28618,42,4,Troilus and Cressida,0.069,0.19,"Troilus and Cressida (4); The Elder Brother (4); Every Man Out of His Humor (3); Aristippus, or The Jovial Philosopher (3); Love's Labor's Lost (2)","Shakespeare, William",0.155,comedy 55%; tragedy 16%; not in BritDrama 7%,Adult Professional;Professiona 48%; Boys Professional;Professional 28%,"fool, wit, *aristippus, *achilles, wise, fools, *patroclus, *thersites, master, men","fools, fool, wits, *philosopher, *patroclus, *aristippus, laugh, *thersites, *philosophy, men","fools, *philosopher, wits, look, *patroclus, great, pray, learned, laugh, leave","aristippus, achilles, patroclus, thersites, campeius, aiax, philosophy, philosopher","[720_00030 — Cynthia's Revenge, or Maenander's Ecstasy (Stephens, John, 1613); tragedy] Into their antic affability, And argue men of much impiety. Now should thy thunder (Jove) assail the the fort Of my ambitious hope, by way of sport, Blast me with lightning, brand me full of spots; Who have entrenched a garrison of plots Against my second maker, 'gainst my King. So credulous, so element, so sincere, So flexible, and gracious to me,…

[704_00001 — Epicene, or The Silent Woman (Jonson, Ben, 1616); comedy] No marvel, if the door be kept shut against your master, when the entrance is so easy to you— well sir, you shall go there no more, lest I be feign to seek your voice in my lady's rushes, a fortnight hence. Sing, sir. Why, here's the man that can melt away his time, and never feels it! what, between his mistress abroad, and his eagle at home, high …

[581_00041 — Cupid's Whirligig (Sharpham, Edward, 1607); comedy] I think ye spend most of your time with your Scholars here: ye keep little other company. Yes sometimes sir, here was yesterday Master Nucome the Courtier, do you not know him sir? O very well sir. He is a fine Gentleman, a good Scholar, and an excellent Naturalist: and truly fell into a great disputation, (peace these Boys there) and our Argument …","Fools, wit and railing",thematic_discourse,included,"58 chunks, 42 works, no work above 7 %. Folly and wit argued over: fools and wise men, living by one's wits, scholars mocked, railing (Thersites); the names in the keywords come from single scenes, the cluster itself is spread over 42 works. Cross-work theme.",user_confirmed,658_00018;1046_00009;365_00010;882_00013;1145_00003;239_00012;1082_00004,"Fools, wit and railing",
39,9,54,56,26897,14,3,The Three Ladies of London,0.37,0.778,The Three Ladies of London (20); The Three Lords and Three Ladies of Lond (19); Two Wise Men and All the Rest Fools (3); The Fleer (2); Impatient Poverty (1),"Wilson, Robert",0.741,moral 78%; comedy 7%; satire; dialogue 6%,Adult Professional;Professiona 76%; Boys Professional;Professional 7%,"conscience, lucre, usury, *lucar, fraud, dissimulation, simony, *london, *lady, *nemo","conscience, lucre, faith, usury, *lords, *god, *lady, simony, love, fraud","conscience, shillings, lucre, fraud, simony, hospitality, *ladies, *god, honest, serve","lucar, london, lady, nemo, ladies, lords, god","[155_00015 — The Three Lords and Three Ladies of London (Wilson, Robert, 1590); moral] No, I am one more than is in the deck, but you'll be smelled as soon as ye begin to speak, I'll see what they'll say to me: hear ye you women, wives, widows, maids, men's daughters, What shall I call ye? these four fellows (hark ye, shall I call ye crafty knaves) make me believe that you are the three that were the three fair Ladies of London. Gent…

[155_00039 — The Three Lords and Three Ladies of London (Wilson, Robert, 1590); moral] These Lords and Ladies thus to church are gone, An honoured action to solemnize there, With greater joy will they return anon, Than Caesar did in Rome his Laurel wear. Lord policy hath Love unto his Fere. Lord pomp hath Lucre to maintain his port, Lord pleasure Conscience to direct his sport. Usury is marked to be known, Dissimulation like a shadow…

[146_00004 — The Three Ladies of London (Wilson, Robert, 1592); moral] Come lady Conscience, will you walk home from this company? With right good will, for their sights likes not me. Fraud is the clubbish knave, and Usury the hard hearted knave And Simony the diamond dainty knave, And Dissimulation the spiteful knave of spade. Come there any more knaves, come there any more: I see four knaves stand on a row. Away Dru…","Lucre, Conscience and Usury personified (Wilson's London plays)",shared_narrative+recurring_role_or_name,included,"54 chunks, 14 works, Three Ladies of London 37 % + Three Lords and Three Ladies 35 % = 72 %. Wilson's personified vices and virtues (Lucre, Conscience, Simony, Fraud, Usury) with a few allegorical neighbours (Microcosmus). Two-play cluster.",user_confirmed,146_00003;155_00010;813_00008;1045_00018;548_00035;114_00008;238_00005,"Profit, conscience and dishonest dealing","sample review supports profit, conscience and dishonest dealing beyond Wilson: exposed knavery in Wily Beguiled and unequal justice in Impatient Poverty. Recommend inclusion with a content label, while retaining the strong Wilson concentration as a sensitivity flag. Reviewed excerpts (three different works): 155_00015; 548_00035; 53_00006."
41,52,54,55,26471,39,4,Every Man Out of His Humor,0.056,0.167,Every Man Out of His Humor (3); 2 Henry the Fourth (3); A Woman Killed with Kindness (3); The English Traveller (3); The Merry Wives of Windsor (2),"Jonson, Ben",0.204,comedy 67%; tragedy 13%; history 9%,Adult Professional;Professiona 70%; Boys Professional;Professional 11%,"master, house, door, *iohn, old, mistress, basket, *lord, gentleman, ick","gentlewoman, gentleman, ick, mistress, *lord, *iohn, signor, *lady, sirrah, pray","gentlewoman, sirrah, *lord, pray, basket, *iohn, door, mistress, shallow, welcome","iohn, lord, lady","[866_00010 — The Comedy of Errors (Shakespeare, William, 1623); comedy] Right sir, I'll tell you when, and you'll tell me wherefore. Wherefore? for my dinner: I have not dined to day. Nor to day here you must not come again when you may. What art thou that keep'st me out from the house I own? The Porter for this time Sir, and my name is Dromio. O villain, thou hast stolen both mine office and my name, The one ne'er got…

[651_00025 — A Mad World, My Masters (Middleton, Thomas, 1608); comedy] Anon anon sir. Come hither Gumwater. That were small manners sir i'faith, i'll find a time anon your worship's busy yet. Why Gumwater? Foe nay then you'll make me blush i'faith sir.— Where's this Creature? What creature is't you'd have sir? The worst that ever breathes. That's a wild Boar sir. That's a wild whore sir;— where didst thou leave her Ra…

[983_00060 — The Rival Friends (Hausted, Peter, 1632); comedy] Without a Portion? take her what ere thou art So, So, that care is passed yet, this a little Help's out with th' other losses. Master Hook, You shall not frown, since all things here do smile; Tomorrow I will pay you halfe your money, So you will grant me a general acquittance; 'Tis in my power (you know) and I may choose Whether I'll pay a farthin…","Household service: masters, doors and porters",mixed_or_unclear,pending,"54 chunks, 39 works, no work above 6 %. Servants, porters, doors locked at night, hostesses and tapsters, 'master' and 'mistress' — domestic and street business rather than one subject; Jonson, 2 Henry IV, Woman Killed, Honest Whore. Cross-work by the numbers but diffuse; read before using.",user_pending,365_00030;378_00020;603_00022;847_00001;471_00014;822_00004;562_00021,"Household service: masters, doors and porters","sample review finds a clear doorway scene but less specific household-service content in the other samples, which concern courtship, food and promised wealth. Keep pending; dispersed work membership alone does not establish thematic coherence. Reviewed excerpts (three different works): 866_00010; 920_00018; 701_00009."
44,47,54,54,26576,37,3,Bartholomew Fair,0.185,0.296,Bartholomew Fair (10); Summer's Last Will and Testament (3); The Late Lancashire Witches (3); A Looking Glass for London and England (2); Mother Bombie (2),"Jonson, Ben",0.241,comedy 70%; tragedy 9%; biblical play; moral 4%,Adult Professional;Professiona 65%; Boys Professional;Professional 19%,"drink, wine, *numps, ale, *butler, pot, sing, moy, drunk, win","drunk, *butler, *bacchus, gentlemen, wine, ale, merry, pot, bottle, beer","drunk, gentlemen, merry, *bacchus, bowl, host, *butler, *numps, pray, ale","numps, butler, bacchus","[971_00022 — Bartholomew Fair (Jonson, Ben, 1631); comedy] What do you lack, Gentlemen, what is't you lack? a fine Horse? a Lion? a Bull? a Bear? a Dog, or a Cat? an excellent fine Bartholmew-bird? or an Instrument? what is't you lack? 'Slid! here's Orpheus among the beasts, with his Fiddle, and all! Will you buy any comfortable bread, Gentlemen? And Ceres selling her daughter's picture, in Ginger-work! Th…

[971_00040 — Bartholomew Fair (Jonson, Ben, 1631); comedy] Cry you mercy, is the wind there? must not the widow be named? Do you hear Win, Win? What say you, Iohn? While they are paying the reckoning, Win, I'll tell you a thing Win, we shall never see any sights i'the Fair, Win, except you long still, Win, good Win, sweet Win, long to see some Hobby-horses, and some Drums, and Rattles, and Dogs, and fine d…

[1020_00019 — The Late Lancashire Witches (Heywood, ThomasBrome, Richard, 1634); comedy] Nay sir if you please to stay, now that the many are frighted away, I have some good cold meats, and halfe a dozen bottles of Wine. And I will bid you welcome. Say you me so, but will not your son be angry, and your daughter chide you. Fear not you that sir, for look you I obey my Father. And I my Mother. And we are all at this instant as well and …","Drinking: wine, ale and taverns",thematic_discourse,included,"54 chunks, 37 works, Bartholomew Fair 19 %. Drink and drinkers: wine, ale, pots, the tavern as rendezvous, the red-faced host, drunken songs; Jonson, Nashe, Heywood and Brome, Shirley, Lyly. Cross-work theme.",user_confirmed,971_00018;396_00019;1020_00011;235_00025;1000_00008;1077_00000;239_00013,"Drinking: wine, ale and taverns",
38,53,52,56,25643,36,4,"Cambises, King of Persia",0.058,0.173,"Cambises, King of Persia (3); Edward the Second (3); Richard the Second (3); Herod and Antipater (3); Edward the First (2)","Shakespeare, William",0.212,tragedy 35%; history 29%; tragedy; history 10%,Adult Professional;Professiona 75%; Interlude;Nonprofessional 6%,"*queen, king, death, dead, heart, life, die, *lord, royal, news","*prince, royal, *queen, death, *joan, king, *lord, grief, die, son","*prince, grief, *joan, heaven, poor, kill, father, grace, heart, *lord","queen, lord, prince, edward, joan","[245_00029 — Edward the Second (Marlowe, Christopher, 1594); history] Look up my lord. Baldock, this drowsiness Betides no good, here even we are betrayed. Upon my life, those be the men ye see Fellow enough, my lord I pray be short, A fair commission warrants what we do. The queen's commission, urged by Mortimer, What cannot gallant Mortimer with the Queen? Alas, see where he sits, and hopes unseen, T'escape their h…

[916_00038 — Albovine, King of the Lombards (Davenant, William, 1629); tragedy] The Queen there too! O trivial Arts with my Own Mine I've blown myself e'en into dust! I will now see, if thou canst bleed like things mortal— Deprived of my defence! If thoust a soul (Great as thy fame) restore my Sword. Thou barkest against the Moon! I will requite Thy own tyrannous scorn. That destiny Was just, that thus betrayed thee to my mirt…

[540_00026 — Nobody and Somebody (Anonymous, 1606); history; satire] Thou wouldst not poison for me his base Queen, Whom I so often have triumphed over, That torment now is her beatitude, And tedious unto me. no more, she's dead. See where she comes, dispatch her presently, For though the Princely Peridure be king, His brother's death in time will make him odious Unto his subjects, and they may restore Mild Elidure …",Royal deaths and the news of them,thematic_discourse,included,"52 chunks, 36 works, no work above 6 %. Kings and queens facing or hearing of death: the murder of Edward II, Richard II deposed, Gorboduc's sons, Cambises' cruelty, Margaret's curses; the royal register of T1. Cross-work theme.",user_confirmed,96_00012;245_00038;273_00029;68_00020;203_00041;446_00029;287_00009,"Death, parting and grief at court","sample review supports courtly loss, parting and mourning. Revise the label: the samples include farewell to favourites, allegorical seasonal death and reported royal bereavement, not only literal deaths of rulers. Reviewed excerpts (three different works): 245_00029; 396_00032; 874_00045."
45,49,52,53,25920,18,5,A Trick to Catch the Old One,0.212,0.538,"A Trick to Catch the Old One (11); Ram Alley, or Merry Tricks (9); A Match at Midnight (8); A New Wonder, A Woman Never Vexed (4); Greene's Tu Quoque, or The City Gallant (3)","Middleton, Thomas",0.269,comedy 88%; tragedy 6%; history 4%,Boys Professional;Professional 50%; Adult Professional;Professiona 29%,"widow, widows, *hoord, master, gentlemen, wife, *randalls, wit, mistress, married","widow, wife, mistress, husband, married, forsooth, gentlemen, nephew, gentleman, father","widow, gentlemen, forsooth, husband, mistress, faith, *randalls, wife, nephew, money","hoord, randalls","[591_00012 — The Puritan, or The Widow of Watling Street (The Puritan Widow) (Middleton, Thomas, 1607); comedy] O why will you offer me this Gentlemen? indeed I will not look upon you; when the Tears are scarce out of mine Eyes, not yet washed off from my Cheeks, and my dear husband's body scarce so cold as the Coffin, what reason have you to offer it? I am not like some of your widows that will bury one in the Evening, and be sure to another ere morning? pr…

[614_00016 — A Trick to Catch the Old One (Middleton, Thomas, 1608); comedy] Go too do't I say, thou shalt hear better from me. Is not this a better place than 5. Mark a year standing wages; say a man had but 3. such clients in a day, methinks he might make a poor living on't, beside I was never brought up with so little honesty, to refuse any man's money never; what gulls there are a this side the world, now know I the wid…

[999_00010 — A Match at Midnight (R., W., 1633); comedy] He makes at you forsooth. Let him come, I have ever an English virtue to put by a Welsh. O noble widows, her heart was full of woes. No noble Welshman, her heart was in her hose. ' Sounds, was that her manners to take away Randalls cups? No, it showed scurvy. take't you at worst then. Whelp of the Devil, thou shalt see thy Sire for't. Gentlemen wha…",Rich widows wooed,thematic_discourse,included,"52 chunks, 18 works (5 with 3+), Trick to Catch the Old One 21 %, top three 54 %. The widow-hunt: widows courted for their wealth, old husbands and young wives, the widow's jointure; Middleton, Barry, Rowley, Armin, even 3 Henry VI (Edward and Lady Grey). A clear comic motif shared across works — verify first; the top-three share is a flag for a robustness check, not a reason to exclude.",user_confirmed,614_00021;683_00038;999_00035;721_00008;765_00030;268_00024;672_00000,"Widows, wooing and remarriage","review supports widowhood, wooing and remarriage. The full All's Lost by Lust sample contains widow/remarriage language before a tragic turn. Remove the universal wealth assumption; retain concentration and mixed-chunk caveats. Reviewed excerpts (three different works): 591_00012; 683_00040; 993_00031. Full-chunk follow-up: 993_00031."
47,40,51,51,25123,32,4,Like Will to Like (Quoth the Devil to the Collier),0.137,0.333,"Like Will to Like (Quoth the Devil to th (7); 2 The Honest Whore (2 The Converted Cour (7); 1 Henry the Fourth (3); The Night Walker, or The Little Thief (3); Nice Wanton (2)","Fulwell, Ulpian",0.137,comedy 47%; moral 27%; tragedy 10%,Adult Professional;Professiona 53%; Interlude;Nonprofessional 25%,"knave, rogue, money, knaves, thief, rogues, pray, whore, *nichol, book","thieves, thief, knave, whore, rogue, bawd, rogues, knaves, purse, rob","thieves, pray, honest, bawd, purse, rogue, whore, knave, father, sirrah","nichol, tom, pacheco, pedlars","[732_00027 — Greene's Tu Quoque, or The City Gallant (Cooke, John, 1614); comedy] Why you Impudent Rogue, do you come to me for Money? Or do I know you? what acquaintance pray, Hath ever passed betwixt yourself and me? Zounds do you mock us, to bring us to these women that do not know you? Yes in good Sooth, (Officers I take't you're) he's a mere stranger here: only in charity, Sometimes we have relieved him with a meal. This is…

[573_00006 — The Phoenix (Middleton, Thomas, 1607); comedy] Your worship begins to talk idly, your bed shall be made presently; if we should not lodge knaves, I wonder how we should be able to live honestly, are there honest men enough think you in a Term time to fill all the Inns in the town, and as far as I can see, a knaves Gelding eats no more hay than an honest man's: nay thieves Gelding eats less, i'l…

[947_00028 — 2 The Honest Whore (2 The Converted Courtesan) (Dekker, Thomas, 1630); comedy] Tell what thou canst; if I stay here longer, I shall be hanged too, for being in thy company; therefore, as I found you, I leave you. Kneel, and get money of him. A Knave and a Quean, a Thief and a Strumpet, a couple of Beggars, a brace of Baggages. Hang upon him. ay, ay, sir, fare you well; we are so: follow close— we are Beggars— in Satin— to him…","Knaves, thieves and bawds",thematic_discourse,included,"51 chunks, 32 works, Like Will to Like 14 %. The underworld: knaves and rogues, thieves and their purchase, whores and bawdy houses, the gallows; Fulwell, Dekker, 1 Henry IV, Davenport, Hausted. Cross-work theme.",user_confirmed,89_00007;947_00012;300_00011;708_00023;1110_00021;765_00013;983_00055,"Knaves, thieves and bawds",
36,39,50,61,24986,28,5,Oedipus (Seneca's Fifth Tragedy),0.14,0.28,Oedipus (Seneca's Fifth Tragedy) (7); Orestes (4); Thyestes (Seneca's Second Tragedy) (3); Medea (Seneca's Seventh Tragedy) (3); Hippolytus (Seneca's Fourth Tragedy) (3),"Seneca, Lucius AnnaeusStudley, John",0.16,tragedy 82%; tragedy; literary play 4%; romance 2%,Translation;Nonprofessional;Cl 48%; Adult Professional;Professiona 20%,"hell, earth, gods, death, ghosts, blood, bloody, heaven, night, ghost","*charon, ghosts, plagues, ghost, gods, furies, heaven, hell, death, cruel","*charon, ghosts, cruel, furies, plagues, gods, hell, skies, death, dost",charon,"[65_00025 — Oedipus (Seneca's Fifth Tragedy) (Seneca, Lucius AnnaeusNeville, Alexander, 1581); tragedy] Canst thou which hast thy Parents slain? Canst thou prolong thy life? Wilt thou not die? deserving Death: thou cause of all the grief, And Plagues, and dreadful mischiefs all that Theban City press. Why dost thou seek by longer life, thy sorrows to increase? Why dost thou toil and labour thus in vain? It will not be. Both God, and man: and beast, a…

[544_00020 — The Wonder of Women, or Sophonisba (Marston, John, 1606); tragedy] Thou rotten scum of Hell— O my abhorred heat! O loathed delusion! Why fool of kings, could thy weak soul imagine That 'tis within the grasp of Heaven or Hell To enforce love? why know Love dotes the Fates Ioue groans beneath his weight: more ignorant thing, Know we Erichtho, with a thirsty womb Have coveted full threescore Suns for blood of kings, …

[50_00001 — Thyestes (Seneca's Second Tragedy) (Heywood, JasperSeneca, Lucius Annaeus, 1560); tragedy] Let darkest night be made, and let the day the heavens forsake. Disturb the god of wicked house, hate, slaughter, murder make. Fill up the house of Tantalus with mischiefs and debates. Idorned be the pillars high, with bay and let the gates Be garnished green: and worthy there for thy return to sight, Be kindled fire: let mischief done in Thracia o…","The underworld: hell, ghosts and Furies",thematic_discourse,included,"50 chunks, 28 works (5 with 3+), Seneca's Oedipus 14 %. Descriptions of hell and its inhabitants — ghosts, Furies, Styx and Charon, Tantalus and Ixion — in the Seneca translations, Goffe, Wilmot, Marlowe, even Wilson's Cobbler. Common nouns; Senecan translations prominent but not dominant. Cross-work theme.",user_confirmed,65_00013;1008_00035;50_00000;160_00032;238_00008;178_00013;79_00022,"Hell, Furies and the language of punishment","sample review supports infernal imagery, guilt, vengeance and punishment. Full checks of Messalina and Medea distinguish figurative or threatened hell from literal underworld setting. Include with the revised emphasis. Reviewed excerpts (three different works): 65_00025; 1131_00025; 79_00001. Full-chunk follow-up: 1131_00025; 79_00001"
40,26,50,56,24968,36,4,Measure for Measure,0.1,0.22,Measure for Measure (5); Titus Andronicus (3); Two Lamentable Tragedies (3); The Miseries of Enforced Marriage (3); 1 Promos and Cassandra (2),"Shakespeare, WilliamMiddleton, Thomas",0.1,tragedy 52%; comedy 24%; tragicomedy 10%,Adult Professional;Professiona 66%; Boys Professional;Professional 10%,"brother, death, life, die, heaven, sin, live, father, blood, soul","brother, father, sister, pit, die, death, love, soul, grief, heart","brother, shame, pit, *bassianus, death, soul, grace, poor, tongue, law","cassandra, bassianus","[864_00016 — Measure for Measure (Shakespeare, WilliamMiddleton, Thomas, 1623); tragicomedy] And 'twere the cheaper way: Better it were a brother died at once, Then that a sister, by redeeming him Should die for ever. Were not you then as cruel as the Sentence, That you have slandered so? Ignomy in ransom, and free pardon Are of two houses: lawful mercy, Is nothing kin to fowl redemption. You seemed of late to make the Law a tyrant, And ra…

[640_00006 — A Yorkshire Tragedy (Middleton, Thomas, 1608); tragedy] Oh god oh. wise men think ill of you, others speak ill of you, no man loves you, nay even those whom honesty condemns, condemn you: and take this from the virtuous affection I bear your brother, never look for prosperous hour, good thought, quiet sleeps, contented walks, nor anything that makes man perfect till you redeem him, what is your answer h…

[415_00007 — Two Lamentable Tragedies (Yarington, Robert, 1601); tragedy] In faith I do not, therefore prithee say, Wilt thou consent to have him made away. Why then in faith, I am ashamed to think, I had my being from so foul a lump Of adulation and unthankfulness, Ah, had their dying prayers no avail Within your heart? no, damned extortion, Hath left no room for grace to harbour in, Audacious sin, how canst thou make h…","Sin, guilt and a brother's death",thematic_discourse,included,"50 chunks, 36 works, Measure for Measure 10 %. Guilt and the fear of death argued between kin: Claudio and Isabella, Titus and his brother, Yarington's murderers, the Yorkshire husband; sin, soul, heaven. A smaller neighbour of T1 with a domestic and penitential turn. Cross-work theme.",user_confirmed,864_00019;211_00018;415_00011;91_00030;640_00006;1118_00011;876_00025,"Sin, guilt and violent loss within families","sample review supports sin, coercion, guilt and family loss. Broaden the brother-specific draft label: the sampled material includes a daughter's death and violence justified through political power. Reviewed excerpts (three different works): 864_00016; 586_00015; 740_00003."
48,54,49,50,24149,39,1,The Broken Heart,0.082,0.163,"The Broken Heart (4); The Marriage of Wit and Science (2); Blurt, Master Constable, or The Spaniard (2); The Bondman (The Noble Bondman) (2); The Jealous Lovers (2)",Anonymous,0.122,comedy 31%; tragedy 20%; tragicomedy 12%,Adult Professional;Professiona 45%; Boys Professional;Professional 14%,"*lady, love, heart, fair, eyes, la, *lord, tears, fie, face","*lady, madam, love, passion, *lord, loves, pardon, heaven, heart, serve","*lady, passion, pardon, thoughts, heaven, *lord, sweet, tears, serve, fie","lady, lord","[952_00156 — The Spanish Bawd (Calisto and Meliboea) (Celestina) (Mabbe, JamesRojas, Fernando de, 1631); tragicomedy; literary play] Dear Lady, since for to obtain this favour, I have spent my whole life, what folly were it in me, to refuse that which you have so kindly conferred upon me? Nor (Madame) do I hope, that you will lay so hard a command upon me, or if you should, yet have I not power to contain myself within the limits of your command. Do not impose such a point of co…

[1070_00011 — The Lost Lady (Berkeley, William, 1638); not in BritDrama] First, dearest Lady, do not think my power Greater as my will to serve you, 'tis so weak That if you should rely on't, I shall seem Cold in your service, when it does not answer What is expected from it, all I know, Is but conjectured, for our Stars incline, Not force us in our actions. Let me observe your face. Do, and if yet you are not perfect i…

[1003_00012 — The Broken Heart (Ford, John, 1633); tragedy] With pardon, Lady, not a syllable Of mine implies so rude a sense; the drift.— Do thy best To make this Lady merry for an hour. Your will shall be a law, Sir. prithee leave me, I have some private thoughts I would account with: Use thou thine own. Speak on, fair nymph, our souls Can dance as well to music of the Spheres As any's who have feasted wi…","Addressing a lady: love, eyes and tears",mixed_or_unclear,pending,"49 chunks, 39 works, only one work with 3+ chunks, no work above 8 %. Speeches to or about a lady — love, heart, eyes, tears, 'fie' — but the samples range from Ford's Broken Heart to Nature's speech in Wit and Science, a bawd in Blurt and Jonson's gypsy palmistry. Cross-work by the numbers, diffuse in content; read before using (T4 is the clearer love cluster).",user_pending,1003_00012;95_00000;430_00010;826_00027;364_00032;1139_00006;896_00019,"Addressing a lady: love, desire and intimacy","sample review finds erotic address, secrecy and bodily humour. A coherent distinct emphasis relative to the other love/gallantry clusters is not yet clear; keep pending rather than dismissing the members as meaningless. Reviewed excerpts (three different works): 952_00156; 1117_00006; 430_00010."
46,25,47,52,23094,33,3,Every Man in His Humor,0.106,0.277,"Every Man in His Humor (5); Work for Cutlers (Sword, Rapier, and Dag (4); A King and No King (4); Every Man Out of His Humor (2); The Elder Brother (2)","Jonson, Ben",0.191,comedy 53%; tragicomedy 17%; not in BritDrama 9%,Adult Professional;Professiona 66%; University/Inns of Court;Nonpr 13%,"rapier, sword, fight, gentlemen, gentleman, kicked, kill, dagger, signor, valour","fighting, sword, fight, valour, gentlemen, quarrel, valiant, strike, honour, rapier","fighting, gentleman, honour, pray, *poeta, brother, valiant, valour, quarrel, sword","poeta, dick","[1046_00027 — The Elder Brother (Fletcher, JohnMassinger, Philip, 1637); comedy] I must entreat her, she's parcel of my goods. she's all when you have her. Hold off your hands, unmannerly, rude Sir; Nor I, nor what I have depend on you. Do, let her alone, she gives good counsel; do not Trouble yourself with Ladies, they are too light; Let out your land, and get a provident Steward. I cannot love ye, let that satisfy you; Such v…

[1054_00033 — The Example (Shirley, James, 1637); comedy] With pardon of your Lordship, since you have Declared so freely, what I think wins credit With him too, your intentions to his Lady: There is no cause, you should engage your bloods, To any loss You are my preserver, sir, Make me not so ingrateful to advance My sword against your life, that gave me all The benefit of mine, I have assurance Enough o…

[1172_00022 — The Magnetic Lady, or Humors Reconciled (Jonson, Ben, 1640); comedy] I shall persuade no other, (And take your learned Counsel to advice you) I'll run along with him. You say you'll meet him, On even terms. I do not see indeed How that can be, 'twixt Ironside and you, Now I consider it. He is my brother. I do confess (we ha' called so twenty year:) But you are, Sir, a Knight in Court, allied there, And so befriended…","Swords, quarrels and valour",thematic_discourse,included,"47 chunks, 33 works, Every Man in His Humour 11 %. Rapiers and daggers, quarrels among gentlemen, cowards and their brags, duels prevented; Jonson, Beaumont and Fletcher, Shirley, Work for Cutlers. Cross-work theme.",user_confirmed,404_00036;749_00000;808_00033;95_00020;365_00035;1056_00004;1172_00022,"Swords, quarrels and valour",
