map_version,unit_id,tcp,source_sha256,unit_node_path,parent_unit,kind,div_type,div_paths_present,head,n_sp,n_chars_candidate,trailer_text,act_heads,text_first160,text_last160,old_id,old_id_aliases,deep_id,work_key(work_id),witness_key(edition_id),title_deep,author_deep,genre_deep,play_type_deep,year_deep,metadata_repaired,edition_id_corrected,deep_id_corrected,year_corrected,edition_correction_source,edition_record_states,edition_id_effective,deep_id_effective,year_effective,edition_effective_basis,metadata_added_from,tcp_header_date_raw,tcp_source_publication_date_raw,edition_status,match_method,match_score,candidates,identity_status,relation,inclusion_status,witness_role,witness_selection,witness_selection_status,year_effective_raw,reason
unit_map-2026-09-08.v16,A11909.7,A11909,f6ac469f8a71698be978984f35a2b93762e2a81bd61502b828e9fe74c1882e3e,/*/*[2]/*[2]/*[7],A11909,body_div,tragedy,act;tragedy,"THE SEVENTH TRAGEDYE OF L. ANNAEVS SENECA, Entituled MEDEA: Tranſlated out of Latin into Engiiſhe, by IOHN STVDLEY.",118,84942,FINIS.,act:THE FIRST ACTE. | act:THE SECOND ACTE. | act:THE THIRD ACTE. | act:THE FOVRTH ACTE.,CAre ſore did grype Medeas heart to ſee,"Beare witneſſe, grace of God is none in place of thy repayre.",A11909.7,,5015.07,44,80,Medea (Seneca's Seventh Tragedy),"Seneca, Lucius AnnaeusStudley, John",tragedy,Translation;Nonprofessional;Closet/Unacted,1581,False,,,,,,80,5015.07,1581,original DEEP row,,1581,1581.,ok,title+ordinal,0.594,,confirmed_auto,primary,proposed,,,,1581,ordinal in source head equals the DEEP title ordinal and is unique in this collection
unit_map-2026-09-08.v16,A11909.8,A11909,f6ac469f8a71698be978984f35a2b93762e2a81bd61502b828e9fe74c1882e3e,/*/*[2]/*[2]/*[8],A11909,body_div,tragedy,act;scene;tragedy,"THE EYGHTH TRAGEDYE OF L. ANNAEVS SENECA, Entituled AGAMEMNON: Tranſlated out of Latin into Engliſhe, by IOHN STVDLEY.",107,76966,FINIS.,act:THE FIRST ACTE. | act:THE SECOND ACTE. | scene:THE SECOND ACTE THE SECOND SCENE. | act:THE THIRD ACTE.,"AGAMEMNON, Generall of that Noble Army of the Greekes, which after tenne yeares ſiege wāne Troy, cōmitted the entyer Gouernment of his Countrey & Kingdome (du","But bloud for bloud, and death by turnes, the after age ſhall ſee.",A11909.8,,5015.08,42,77,Agamemnon (Seneca's Eighth Tragedy),"Seneca, Lucius AnnaeusStudley, John",tragedy,Translation;Nonprofessional;Closet/Unacted,1581,False,,,,,,77,5015.08,1581,original DEEP row,,1581,1581.,ok,title,0.601,,confirmed_auto,primary,proposed,,,,1581,
unit_map-2026-09-08.v16,A11909.9,A11909,f6ac469f8a71698be978984f35a2b93762e2a81bd61502b828e9fe74c1882e3e,/*/*[2]/*[2]/*[9],A11909,body_div,tragedy,scene;tragedy,"THE NINTHE Tragedy of Lucius Annaeus Seneca, called Octauia. Tranſlated out of Latine into Engliſhe by T.N.",129,65583,FINIS.,scene:THE FIRST SCENE. | scene:THE SECOND SCENE. | scene:THE THIRD SCENE. | scene:THE FOVRTH SCENE.,"OCtauia daughter to prince Claudius grace,","But Romayne bloude, our Rome muſt pleaſe.",A11909.9,,5015.09,45,82,Octavia (Seneca's Ninth Tragedy),"Seneca, Lucius AnnaeusNuce, ThomasPseudo-Seneca",tragedy,Translation;Nonprofessional;Closet/Unacted,1581,False,,,,,,82,5015.09,1581,original DEEP row,,1581,1581.,ok,title,0.611,,confirmed_auto,primary,proposed,,,,1581,
unit_map-2026-09-08.v16,A11909.10,A11909,f6ac469f8a71698be978984f35a2b93762e2a81bd61502b828e9fe74c1882e3e,/*/*[2]/*[2]/*[10],A11909,body_div,tragedy,act;tragedy,"THE TENTH TRAGEDY OF L. ANNAE SENECA, Entituled HERCVLES OETAEVS: Tranſlated out of Latin into Engliſhe by I. S. *⁎*",127,119510,FINIS.,act:THE FIRST ACTE. | act:THE SECONDE ACTE. | act:THE THIRD ACTE | act:THE FOVRTH ACTE▪,"HERCVLES hauinge ſubdued the Sonnes of EVRITVS Kynge of OEchalia, (who contrary to theyr promiſe, denied to geue their Siſter IOLE vnto him) & hauing made conqu","Lo both the fruites, that vice and virtue giues.",A11909.10,,5015.10,81,134,Hercules Oetaeus (Hercules on Mount Oeta) (Seneca's Tenth Tragedy),"Seneca, Lucius AnnaeusStudley, John",tragedy,Translation;Nonprofessional;Closet/Unacted,1581,False,,,,,,134,5015.10,1581,original DEEP row,DEEP official export https://deepplaybooks.org/assets/data/item_data.json @ 2026-09-07T02:16:06.368380+00:00 sha256 10005117a761,1581,1581.,ok,title+ordinal,0.492,,confirmed_auto,primary,proposed,,,,1581,ordinal in source head equals the DEEP title ordinal and is unique in this collection
unit_map-2026-09-08.v16,A11910,A11910,e4763c7f3ecda69612ee5a2b195637e05d11555116ca373e18227543d65bd450,/*/*[2]/*[2],,single,,act;chorus;scene,¶The fyrste Acte.,109,73811,FINIS.,act:¶The fyrste Acte. | chorus:Chorus. | act:¶The second Act. | scene:¶The .ii. Acte. The .ii. Sceane.,SEparting from ye darkned dens,the after age shall see.,A11910,,67,42,76,Agamemnon (Seneca's Eighth Tragedy),"Seneca, Lucius AnnaeusStudley, John",tragedy,Translation;Nonprofessional;Closet/Unacted,1566,False,,,,,,76,67,1566,original DEEP row,,1566,Anno Domini. M.D.LXVI. [1566],ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1566,
unit_map-2026-09-08.v16,A11911,A11911,e9d17d52118622f200010dd5a893523ac3a416afefd95d6bfe77f9f1cdd505c1,/*/*[2]/*[2],,single,,act,ACTVS PRIMVS.,270,126004,FINIS. || FINIS.,act:ACTVS PRIMVS. | act:ACTVS SECVNDVS | act:ACTVS TERTIVS | act:Actus Quartus.,"SOror Tonantis, (hoc enim solum mihi","which wontes to quight the gods, and proue them Innocent to be.",A11911,,51,34,59,Hercules Furens (Mad Hercules) (Seneca's First Tragedy),"Heywood, JasperSeneca, Lucius Annaeus",tragedy; literary play,Translation;Nonprofessional;Closet/Unacted,1561,False,,,,,,59,51,1561,original DEEP row,,1561,Anno Domini. M.D.LXI. [1561]],ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1561,
unit_map-2026-09-08.v16,A11912,A11912,4f6ae2b6303f35789896c729968a69340338c7213bb903969683d22ab786cd37,/*/*[2]/*[2],,single,,act;chorus,¶The fyrste Acte.,121,82202,FINIS,act:¶The fyrste Acte. | chorus:¶Chorus altered by the Translatour. | act:¶The seconde Acte. | chorus:¶Chorus.,O Gods whose grace doth guide their gobles,in place of thy repayre.,A11912,,69,44,79,Medea (Seneca's Seventh Tragedy),"Seneca, Lucius AnnaeusStudley, John",tragedy,Translation;Nonprofessional;Closet/Unacted,1566,False,,,,,,79,69,1566,original DEEP row,,1566,Anno Domini M.DL̇XVI. [1566],ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1566,
unit_map-2026-09-08.v16,A11914,A11914,f1ed177dd25aa800474c996612ed5248e385aa6e8ec5d5e9f50d27f6443088d9,/*/*[2]/*[2],,single,,act;chorus;scene,THYESTES OF Seneca.,128,65677,FINIS.,act:The fyrst Acte. | chorus:Chorus. | act:The seconde Acte. | chorus:Chorus.,"WHat furye fell enforceth me to flee thunhappie seate,","And vengeance aske on wicked wight, your thunder bolte to throe.",A11914,,43,29,50,Thyestes (Seneca's Second Tragedy),"Heywood, JasperSeneca, Lucius Annaeus",tragedy,Translation;Nonprofessional;Closet/Unacted,1560,False,,,,,,50,43,1560,original DEEP row,,1560,Anno. 1560. 26. die Martij.,ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1560,
unit_map-2026-09-08.v16,A11917,A11917,a2bd098c737a8b607346327e1a920865f7d53f62a40630b1c3bf1610a1380a40,/*/*[2]/*[2],,single,,scene,¶The fyrst Sceane.,125,65234,FINIS.,scene:¶The fyrst Sceane. | scene:The seconde Sceane. | scene:The thyrde Sceane. | scene:The fourth Sceane.,"NOw that Aurore with glittering streames,","But Romaine bloud, our Rome must please",A11917,,70,45,81,Octavia (Seneca's Ninth Tragedy),"Seneca, Lucius AnnaeusNuce, ThomasPseudo-Seneca",tragedy,Translation;Nonprofessional;Closet/Unacted,1566,False,,,,,,81,70,1566,original DEEP row,,1566,[1566],ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1566,
unit_map-2026-09-08.v16,A11954.1,A11954,77d50ab149976a6b0ccf2edfa8ec157a3894f62e44214f6072d1019968d110b1,/*/*[2]/*[2]/*[1],A11954,body_div,play,act;epilogue;scene,THE TEMPEST.,646,84883,FINIS.,"act:Actus primus, | scene:Scena prima. | scene:Scena Secunda. | act:Actus Secundus.",BOte-ſwaine.,Let your Indulgence ſet me free.,A11954.1,,5081.01,390,860,The Tempest,"Shakespeare, William",comedy,Adult Professional;Professional,1623,False,,,,,,860,5081.01,1623,original DEEP row,,1623,1623.,ok,title,1.0,,confirmed_auto,primary,proposed,,,,1623,
unit_map-2026-09-08.v16,A11954.2,A11954,77d50ab149976a6b0ccf2edfa8ec157a3894f62e44214f6072d1019968d110b1,/*/*[2]/*[2]/*[2],A11954,body_div,play,scene,THE Two Gentlemen of Verona.,859,87887,Finis. || FINIS.,"act:Actus primus, | scene:Scena prima. | scene:Scoena Secunda. | scene:Scoena Tertia.",CEaſe to perſwade▪ my louing Protheus;,"One Feaſt, one houſe, one mutuall happineſſe.",A11954.2,,5081.02,391,862,The Two Gentlemen of Verona,"Shakespeare, William",comedy,Adult Professional;Professional,1623,False,,,,,,862,5081.02,1623,original DEEP row,,1623,1623.,ok,title,1.0,,confirmed_auto,primary,proposed,,,,1623,
unit_map-2026-09-08.v16,A11954.3,A11954,77d50ab149976a6b0ccf2edfa8ec157a3894f62e44214f6072d1019968d110b1,/*/*[2]/*[2]/*[3],A11954,body_div,play,scene,THE Merry Wiues of Windſor.,1019,109851,Iohn Falſtaffe. || FINIS.,"act:Actus primus, | scene:Scena prima. | scene:Scena Secunda. | scene:Scena Tertia.","SIr Hugh, perſwade me not: I will make a Star-Chamber matter of it, if hee were twenty Sir Iohn Falſtoffs, he ſhall not abuſe Robert Shallow Eſquire.","For he, to night, ſhall lye with Miſtris Ford▪",A11954.3,,5081.03,187,427,The Merry Wives of Windsor,"Shakespeare, William",comedy,Adult Professional;Professional,1623,False,,,,,,427,5081.03,1623,original DEEP row,,1623,1623.,ok,title,1.0,,confirmed_auto,primary,proposed,,,,1623,
unit_map-2026-09-08.v16,A11954.4,A11954,77d50ab149976a6b0ccf2edfa8ec157a3894f62e44214f6072d1019968d110b1,/*/*[2]/*[2]/*[4],A11954,body_div,play,scene,"MEASVRE, For Meaſure.",899,111661,FINIS.,"act:Actus primus, | scene:Scena prima. | scene:Scena Secunda. | scene:Scena Tertia.",EScalus.,"What's yet behinde, that meete you all ſhould know.",A11954.4,,5081.04,392,864,Measure for Measure,"Shakespeare, WilliamMiddleton, Thomas",tragicomedy,Adult Professional;Professional,1623,False,,,,,,864,5081.04,1623,original DEEP row,,1623,1623.,ok,title,1.0,,confirmed_auto,primary,proposed,,,,1623,
unit_map-2026-09-08.v16,A11954.5,A11954,77d50ab149976a6b0ccf2edfa8ec157a3894f62e44214f6072d1019968d110b1,/*/*[2]/*[2]/*[5],A11954,body_div,play,act;scene,The Comedie of Errors.,607,73477,FINIS.,"act:Actus primus, | scene:Scena prima. | act:Actus Secundus. | act:Actus Tertius.","PRoceed Solinus to procure my fall,","And now let's go hand in hand, not one before another.",A11954.5,,5081.05,393,866,The Comedy of Errors,"Shakespeare, William",comedy,Adult Professional;Professional,1623,False,,,,,,866,5081.05,1623,original DEEP row,,1623,1623.,ok,title,1.0,,confirmed_auto,primary,proposed,,,,1623,
unit_map-2026-09-08.v16,A11954.6,A11954,77d50ab149976a6b0ccf2edfa8ec157a3894f62e44214f6072d1019968d110b1,/*/*[2]/*[2]/*[6],A11954,body_div,play,act;scene,Much adoe about Nothing.,975,106630,FINIS.,"act:Actus primus, | scene:Scena prima. | act:Actus Secundus. | act:Actus Tertius.","I Learne in this Letter, that Don Peter of Arragon, comes this night to Meſſina.","Thinke not on him till to morrow, ile deuiſe thee braue puniſhments for him: ſtrike vp Pipers.",A11954.6,,5081.06,168,382,Much Ado About Nothing,"Shakespeare, William",comedy,Adult Professional;Professional,1623,False,,,,,,382,5081.06,1623,original DEEP row,,1623,1623.,ok,title,0.994,,confirmed_auto,primary,proposed,,,,1623,
unit_map-2026-09-08.v16,A11954.7,A11954,77d50ab149976a6b0ccf2edfa8ec157a3894f62e44214f6072d1019968d110b1,/*/*[2]/*[2]/*[7],A11954,body_div,play,act,Loues Labour's loſt.,1041,110772,"Finis Actus Primus. || Thine in the deareſt deſigne of induſtrie, Don Adriana de Armatho. || FINIS.",act:Actus primus. | act:Actus Secunda. | act:Actus Tertius. | act:Actus Quartus.,"LEt Fame, that all hunt after in their liues,",You that way; we this way.,A11954.7,,5081.07,150,316,Love's Labor's Lost,"Shakespeare, William",comedy,Adult Professional;Professional,1623,False,,,,,,316,5081.07,1623,original DEEP row,,1623,1623.,ok,title,0.984,,confirmed_auto,primary,proposed,,,,1623,
unit_map-2026-09-08.v16,A11954.8,A11954,77d50ab149976a6b0ccf2edfa8ec157a3894f62e44214f6072d1019968d110b1,/*/*[2]/*[2]/*[8],A11954,body_div,play,act,A MIDSOMMER Nights Dreame.,506,84610,FINIS.,act:Actus primus. | act:Actus Secundus. | act:Actus Tertius. | act:Actus Quartus.,"NOw faire Hippolita, our nuptiall houre",And Robin ſhall reſtore amends.,A11954.8,,5081.08,170,387,A Midsummer Night's Dream,"Shakespeare, William",comedy,Adult Professional;Professional,1623,False,,,,,,387,5081.08,1623,original DEEP row,,1623,1623.,ok,title,0.976,,confirmed_auto,primary,proposed,,,,1623,
unit_map-2026-09-08.v16,A11954.9,A11954,77d50ab149976a6b0ccf2edfa8ec157a3894f62e44214f6072d1019968d110b1,/*/*[2]/*[2]/*[9],A11954,body_div,play,act,The Merchant of Venice.,636,106675,FINIS.,act:Actus primus. | act:Actus Secundus. | act:Actus Tertius. | act:Actus Quartus.,"IN ſooth I know not why I am ſo ſad,","So ſore, as keeping ſafe Nerriſſas ring.",A11954.9,,5081.09,172,393,The Merchant of Venice (The Jew of Venice),"Shakespeare, William",comedy,Adult Professional;Professional,1623,False,,,,,,393,5081.09,1623,original DEEP row,,1623,1623.,ok,title,0.804,,confirmed_auto,primary,proposed,,,,1623,
unit_map-2026-09-08.v16,A11954.10,A11954,77d50ab149976a6b0ccf2edfa8ec157a3894f62e44214f6072d1019968d110b1,/*/*[2]/*[2]/*[10],A11954,body_div,play,scene,As you Like it.,813,110042,FINIS.,act:Actus primus. | scene:Scoena Prima. | scene:Scoena Secunda. | scene:Scena Tertius.,"AS I remember Adam, it was vpon this faſhion bequeathed me by will, but poore a thouſand Crownes, and as thou ſaift, charged my brother on his bleſſing to breed"," that I defi'de not: And I am ſure, as many as haue good beards, or good faces, or ſweet breaths, will for my kind offer, when I make curt'ſie, bid me farewell.",A11954.10,,5081.10,394,868,As You Like It,"Shakespeare, William",comedy,Adult Professional;Professional,1623,False,,,,,,868,5081.10,1623,original DEEP row,,1623,1623.,ok,title,1.0,,confirmed_auto,primary,proposed,,,,1623,
unit_map-2026-09-08.v16,A11954.11,A11954,77d50ab149976a6b0ccf2edfa8ec157a3894f62e44214f6072d1019968d110b1,/*/*[2]/*[2]/*[11],A11954,body_div,play,act;scene,THE Taming of the Shrew.,895,105499,FINIS.,act:Actus primus. | scene:Scoena Prima. | act:Actus Tertia. | act:Actus Quartus.,ILe pheeze you in faith.,"Tis a wonder, by your leaue, ſhe wil be tam'd ſo.",A11954.11,,5081.11,120.5,229,The Taming of the Shrew,"Shakespeare, William",comedy,Adult Professional;Professional,1623,False,,,,,,229,5081.11,1623,original DEEP row,,1623,1623.,ok,title,1.0,,confirmed_auto,primary,proposed,,,,1623,
unit_map-2026-09-08.v16,A11954.12,A11954,77d50ab149976a6b0ccf2edfa8ec157a3894f62e44214f6072d1019968d110b1,/*/*[2]/*[2]/*[12],A11954,body_div,play,act;scene,"ALL'S Well, that Ends Well.",935,117390,"Your vnfortunate ſonne, Bertram. || Diana Capilet. || FINIS.",act:Actus primus. | scene:Scoena Prima. | act:Actus Secundus. | act:Actus Tertius.,"IN deliuering my ſonne from me, I burie a ſecond husband.","Your gentle hands lends vs, and take our hearts.",A11954.12,,5081.12,395,870,All's Well That Ends Well,"Shakespeare, WilliamMiddleton, Thomas",tragicomedy,Adult Professional;Professional,1623,False,,,,,,870,5081.12,1623,original DEEP row,,1623,1623.,ok,title,1.0,,confirmed_auto,primary,proposed,,,,1623,
unit_map-2026-09-08.v16,A11954.13,A11954,77d50ab149976a6b0ccf2edfa8ec157a3894f62e44214f6072d1019968d110b1,/*/*[2]/*[2]/*[13],A11954,body_div,play,act;scene,"Twelfe Night, Or what you will.",923,99816,"Finis, Actus primus. || Finis Actus Quartus. || FINIS.","act:Actus Primus, | act:Scaena Prima. | scene:Scena Secunda. | scene:Scaena Tertia.","IF Muſicke be the food of Loue, play on,","But that's all one, our Play is done, and wee'l ſtriue to pleaſe you euery day.",A11954.13,,5081.13,396,872,"Twelfth Night, or What You Will","Shakespeare, William",comedy,Adult Professional;Professional,1623,False,,,,,,872,5081.13,1623,original DEEP row,,1623,1623.,ok,title,0.835,,confirmed_auto,primary,proposed,,,,1623,
unit_map-2026-09-08.v16,A11954.14,A11954,77d50ab149976a6b0ccf2edfa8ec157a3894f62e44214f6072d1019968d110b1,/*/*[2]/*[2]/*[14],A11954,body_div,play,scene,The Winters Tale.,748,129851,FINIS.,act:Actus Primus. | scene:Scoena Prima. | scene:Scoena Secunda. | act:Actus Secundus.,"IF you ſhall chance (Camillo) to viſit Bohemia, on the like occaſion whereon my ſeruices are now on-foot, you ſhall ſee (as I haue ſaid) great difference betwix",We were diſſeuer'd: Haſtily lead away.,A11954.14,,5081.14,397,874,The Winter's Tale,"Shakespeare, William",romance,Adult Professional;Professional,1623,False,,,,,,874,5081.14,1623,original DEEP row,,1623,1623.,ok,title,0.989,,confirmed_auto,primary,proposed,,,,1623,
unit_map-2026-09-08.v16,A11954.15,A11954,77d50ab149976a6b0ccf2edfa8ec157a3894f62e44214f6072d1019968d110b1,/*/*[2]/*[2]/*[15],A11954,body_div,play,act;scene,The life and death of King Iohn.,550,108381,,"act:Actus Primus, | scene:Scaena Prima. | scene:Scaena Secunda. | act:Actus Secundus","NOw ſay Chatillion, what would France with vs?","If England to it ſelfe, do reſt but true.",A11954.15,,5081.15,398,876,King John,"Shakespeare, William",history,Adult Professional;Professional,1623,False,,,,,,876,5081.15,1623,original DEEP row,,1623,1623.,ok,title,1.0,,confirmed_auto,primary,proposed,,,,1623,
unit_map-2026-09-08.v16,A11954.16,A11954,77d50ab149976a6b0ccf2edfa8ec157a3894f62e44214f6072d1019968d110b1,/*/*[2]/*[2]/*[16],A11954,body_div,play,scene,The life and death of King Richard the Second.,550,114807,FINIS.,"act:Actus Primus, | scene:Scaena Prima. | scene:Scaena Secunda. | scene:Scena Tertia.","OLd Iohn of Gaunt, time-honoured Lancaſter,",In weeping after this vntimely Beere.,A11954.16,,5081.16,141,278,Richard the Second,"Shakespeare, William",tragedy; history,Adult Professional;Professional,1623,False,,,,,,278,5081.16,1623,original DEEP row,,1623,1623.,ok,title,0.809,,confirmed_auto,primary,proposed,,,,1623,
unit_map-2026-09-08.v16,A11954.17,A11954,77d50ab149976a6b0ccf2edfa8ec157a3894f62e44214f6072d1019968d110b1,/*/*[2]/*[2]/*[17],A11954,body_div,play,scene,"The Firſt Part of Henry the Fourth, with the Life and Death of HENRY Sirnamed HOT-SPVRRE.",782,125669,FINIS.,act:Actus Primus. | scene:Scoena Prima. | scene:Scaena Secunda. | scene:Scoena Tertia.,"SO ſhaken as we are, ſo wan with care,",Let vs not leaue till all our owne be wonne.,A11954.17,,5081.17,145,306,1 Henry the Fourth,"Shakespeare, William",history,Adult Professional;Professional,1623,False,,,,,,306,5081.17,1623,original DEEP row,,1623,1623.,ok,title,0.662,,confirmed_auto,primary,proposed,,,,1623,
unit_map-2026-09-08.v16,A11954.18,A11954,77d50ab149976a6b0ccf2edfa8ec157a3894f62e44214f6072d1019968d110b1,/*/*[2]/*[2]/*[18],A11954,body_div,play,epilogue;scene,"The Second Part of Henry the Fourth, Containing his Death: and the Coronation of King Henry the Fift.",897,135218,FINIS.,act:Actus Primus. | scene:Scoena Prima. | scene:Scena Secunda. | scene:Scena Tertia.,OPen your Eares: For which of you will ſtop," this is not the man. My Tongue is wearie, when my Legs are too, I will bid you good night; and ſo kneele downe before you: But (indeed) to pray for the Queene.",A11954.18,,5081.18,167,379,2 Henry the Fourth,"Shakespeare, William",history,Adult Professional;Professional,1623,False,,,,,,379,5081.18,1623,original DEEP row,,1623,1623.,ok,title,0.643,,confirmed_auto,primary,proposed,,,,1623,
unit_map-2026-09-08.v16,A11954.19,A11954,77d50ab149976a6b0ccf2edfa8ec157a3894f62e44214f6072d1019968d110b1,/*/*[2]/*[2]/*[19],A11954,body_div,play,act;prologue;scene,The Life of Henry the Fift.,737,137221,FINIS.,prologue:Enter Prologue. | act:Actus Primus. | scene:Scoena Prima. | act:Actus Secundus.,"O For a Muſe of Fire, that would aſcend",In your faire minds let this acceptance take.,A11954.19,,5081.19,165,374,Henry the Fifth,"Shakespeare, William",history,Adult Professional;Professional,1623,False,,,,,,374,5081.19,1623,original DEEP row,,1623,1623.,ok,title,1.0,,confirmed_auto,primary,proposed,,,,1623,
unit_map-2026-09-08.v16,A11954.20,A11954,77d50ab149976a6b0ccf2edfa8ec157a3894f62e44214f6072d1019968d110b1,/*/*[2]/*[2]/*[20],A11954,body_div,play,act;scene,The firſt Part of Henry the Sixt.,661,111596,FINIS.,act:Actus Primus. | scene:Scoena Prima. | act:Actus Secundus. | scene:Scena Prima.,"HVng be ye heauens with black, yield day to night;","But I will rule both her, the King, and Realme.",A11954.20,,5081.20,399,878,1 Henry the Sixth,"AnonymousMarlowe, ChristopherShakespeare, WilliamNashe, Thomas",history,Adult Professional;Professional,1623,False,,,,,,878,5081.20,1623,original DEEP row,,1623,1623.,ok,title,0.792,,confirmed_auto,primary,proposed,,,,1623,
unit_map-2026-09-08.v16,A11954.21,A11954,77d50ab149976a6b0ccf2edfa8ec157a3894f62e44214f6072d1019968d110b1,/*/*[2]/*[2]/*[21],A11954,body_div,play,scene,"The ſecond Part of Henry the Sixt, with the death of the Good Duke HVMFREY.",790,130629,FINIS.,act:Actus Primus. | scene:Scoena Prima.,"AS by your high Imperiall Maieſty,","And more ſuch dayes as theſe, to vs befall.",A11954.21,,5081.21,119,224,2 Henry the Sixth (The First Part of the Contention betwixt the Two Famous Houses of York and Lancaster),"AnonymousMarlowe, ChristopherShakespeare, William",history,Adult Professional;Professional,1623,False,,,,,,224,5081.21,1623,original DEEP row,,1623,1623.,ok,manual,1.0,,confirmed_manual,primary,proposed,,,,1623,"OVERRIDE: Folio head 'The second Part of Henry the Sixt, with the death of the Good Duke HVMFREY' = 2 Henry VI"
unit_map-2026-09-08.v16,A11954.22,A11954,77d50ab149976a6b0ccf2edfa8ec157a3894f62e44214f6072d1019968d110b1,/*/*[2]/*[2]/*[22],A11954,body_div,play,scene,"The third Part of Henry the Sixt, with the death of the Duke of YORKE.",814,125232,FINIS.,act:Actus Primus. | scene:Scoena Prima.,I Wonder how the King eſcap'd our hands?,For heere I hope begins our laſting ioy.,A11954.22,,5081.22,138,268,3 Henry the Sixth (The True Tragedy of Richard Duke of York and the Good King Henry the Sixth),"AnonymousMarlowe, ChristopherShakespeare, William",history,Adult Professional;Professional,1623,False,,,,,,268,5081.22,1623,original DEEP row,,1623,1623.,ok,manual,1.0,,confirmed_manual,primary,proposed,,,,1623,"OVERRIDE: Folio head 'The third Part of Henry the Sixt, with the death of the Duke of YORKE' = 3 Henry VI"
unit_map-2026-09-08.v16,A11954.23,A11954,77d50ab149976a6b0ccf2edfa8ec157a3894f62e44214f6072d1019968d110b1,/*/*[2]/*[2]/*[23],A11954,body_div,play,scene,"The Tragedy of Richard the Third: with the Landing of Earle Richmond, and the Battell at Boſworth Field.",1068,149704,FINIS.,act:Actus Primus. | scene:Scoena Prima. | scene:Scena Secunda. | scene:Scena Tertia.,"NOw is the Winter of our Diſcontent,","That ſhe may long liue heere, God ſay, Amen.",A11954.23,,5081.23,142,287,Richard the Third,"Shakespeare, William",tragedy; history,Adult Professional;Professional,1623,False,,,,,,287,5081.23,1623,original DEEP row,,1623,1623.,ok,title+ordinal,0.596,,confirmed_auto,primary,proposed,,,,1623,ordinal in source head equals the DEEP title ordinal and is unique in this collection
unit_map-2026-09-08.v16,A11954.24,A11954,77d50ab149976a6b0ccf2edfa8ec157a3894f62e44214f6072d1019968d110b1,/*/*[2]/*[2]/*[24],A11954,body_div,play,coronation;epilogue;play;scene,The Famous Hiſtory of the Life of King HENRY the Eight.,716,123677,FINIS.,act:Actus Primus. | scene:Scoena Prima. | scene:Scena Secunda. | scene:Scaena Tertia.,"I Come no more to make you laugh, Things now,","If they hold, when their Ladies bid 'em clap.",A11954.24,,5081.24,400,880,Henry the Eighth (All Is True),"Shakespeare, WilliamFletcher, John",history,Adult Professional;Professional,1623,False,,,,,,880,5081.24,1623,original DEEP row,,1623,1623.,ok,title,0.792,,confirmed_auto,primary,proposed,,,,1623,
unit_map-2026-09-08.v16,A11954.25,A11954,77d50ab149976a6b0ccf2edfa8ec157a3894f62e44214f6072d1019968d110b1,/*/*[2]/*[2]/*[25],A11954,body_div,play,prologue;scene,The Prologue.,1142,135940,FINIS.,prologue:The Prologue. | act:THE TRAGEDIE OF Troylus and Creſsida. | scene:Scoena Prima.,IN Troy there lyes the Scene From Iles of Greece,And at that time be queath you my diſeaſes.,A11954.25,,5081.25,279,658,Troilus and Cressida,"Shakespeare, William",tragedy,Adult Professional;Professional,1623,False,,,,,,658,5081.25,1623,original DEEP row,,1623,1623.,ok,manual,1.0,,confirmed_manual,primary,proposed,,,,1623,OVERRIDE: Folio: play opening with 'The Prologue' placed between Henry VIII and Coriolanus = Troilus and Cressida
unit_map-2026-09-08.v16,A11954.26,A11954,77d50ab149976a6b0ccf2edfa8ec157a3894f62e44214f6072d1019968d110b1,/*/*[2]/*[2]/*[26],A11954,body_div,play,act;scene,The Tragedy of Coriolanus.,1107,140450,FINIS.,act:Actus Primus. | scene:Scoena Prima. | act:Actus Secundus. | act:Actus Tertius.,"BEfore we proceed any further, heare me ſpeake.",Yet he ſhall haue a Noble Memory. Aſſiſt.,A11954.26,,5081.26,401,882,Coriolanus,"Shakespeare, William",tragedy,Adult Professional;Professional,1623,False,,,,,,882,5081.26,1623,original DEEP row,,1623,1623.,ok,title,1.0,,confirmed_auto,primary,proposed,,,,1623,
unit_map-2026-09-08.v16,A11954.27,A11954,77d50ab149976a6b0ccf2edfa8ec157a3894f62e44214f6072d1019968d110b1,/*/*[2]/*[2]/*[27],A11954,body_div,play,act;scene,The Lamentable Tragedy of Titus Andronicus.,559,105082,FINIS.,act:Actus Primus. | scene:Scoena Prima. | act:Actus Secunda. | act:Actus Tertius.,"NOble Patricians, Patrons of my right,","That like Euents, may ne're it Ruinate.",A11954.27,,5081.27,117,214,Titus Andronicus,"Peele, GeorgeShakespeare, WilliamMiddleton, Thomas",tragedy,Adult Professional;Professional,1623,False,,,,,,214,5081.27,1623,original DEEP row,,1623,1623.,ok,title,1.0,,confirmed_auto,primary,proposed,,,,1623,
